"","store_key","month_key","size_key","dough_key","cheese_key","topping_key","amount","profit"
"733",1,6,2,1,2,4,4,2
"734",1,6,2,1,3,3,3,2
"735",1,6,2,1,1,2,9,2
"736",1,6,3,1,1,3,11,3
"737",1,6,4,3,2,3,22,4
"738",1,6,4,1,1,3,22,4
"739",1,5,1,3,1,3,7,1
"740",1,5,3,2,1,3,7,3
"741",1,5,4,3,3,4,19,4
"742",1,5,2,3,2,2,10,2
"743",1,5,3,2,1,3,7,3
"744",1,5,4,3,2,3,22,4
"745",1,5,4,1,1,2,22,4
"746",1,5,1,1,2,1,6,1
"747",1,5,2,2,2,2,3,2
"748",1,5,1,3,3,1,8,1
"749",1,5,4,3,2,4,16,4
"750",1,5,4,3,1,3,18,4
"751",1,5,3,2,2,1,13,3
"752",1,5,4,2,1,3,24,4
"753",1,5,1,3,2,3,5,1
"754",1,5,4,1,2,1,24,4
"755",1,5,1,2,3,3,8,1
"756",1,5,2,2,2,4,6,2
"757",1,5,3,3,2,2,15,3
"758",1,5,3,2,2,2,11,3
"759",1,5,2,2,3,2,7,2
"760",1,5,3,2,1,4,14,3
"761",1,5,4,3,1,1,19,4
"762",1,5,1,1,3,1,3,1
"763",1,5,2,1,2,2,6,2
"764",1,5,4,3,1,1,25,4
"765",1,5,3,1,1,1,8,3
"766",1,5,3,2,2,3,7,3
"767",1,5,1,1,2,1,4,1
"768",1,5,1,1,3,2,1,1
"769",1,5,4,1,1,4,17,4
"770",1,5,3,1,1,4,10,3
"771",1,5,4,3,1,3,16,4
"772",1,5,1,3,3,2,3,1
"773",1,5,1,1,2,3,9,1
"774",1,5,4,3,2,4,25,4
"775",1,5,1,3,3,3,1,1
"776",1,5,4,2,3,4,16,4
"777",1,5,3,1,2,2,15,3
"778",1,5,1,1,2,3,5,1
"779",1,5,2,1,3,4,6,2
"780",1,5,1,3,3,4,2,1
"781",1,5,4,1,2,3,20,4
"782",1,5,4,1,3,3,21,4
"783",1,5,2,2,2,4,10,2
"784",1,5,2,2,2,1,3,2
"785",1,5,1,1,1,1,4,1
"786",1,5,3,1,3,3,6,3
"787",1,5,3,1,1,4,8,3
"788",1,5,3,1,2,4,9,3
"789",1,5,2,2,1,3,2,2
"790",1,5,2,2,3,1,6,2
"791",1,5,2,1,1,3,6,2
"792",1,5,4,2,2,4,25,4
"793",1,5,4,1,2,3,23,4
"794",1,5,2,1,1,1,2,2
"795",1,5,3,3,1,3,12,3
"796",1,5,4,3,1,1,17,4
"797",1,5,4,1,1,4,18,4
"798",1,5,4,3,1,1,21,4
"799",1,5,1,3,1,3,7,1
"800",1,5,4,2,2,4,18,4
"801",1,5,2,3,2,4,5,2
"802",1,5,3,1,3,2,10,3
"803",1,5,1,3,3,1,7,1
"804",1,5,2,1,1,1,6,2
"805",1,5,2,3,1,3,1,2
"806",1,5,2,2,1,3,7,2
"807",1,5,1,3,1,3,10,1
"808",1,5,4,1,3,1,17,4
"809",1,5,3,3,2,3,6,3
"810",1,5,4,3,2,4,24,4
"811",1,5,2,2,1,4,4,2
"812",1,5,2,2,1,2,1,2
"813",1,5,4,2,3,4,24,4
"814",1,5,3,1,2,1,12,3
"815",1,5,3,1,2,1,13,3
"816",1,5,1,3,1,3,10,1
"817",1,5,3,1,3,4,10,3
"818",1,5,2,3,1,1,9,2
"819",1,5,3,3,2,3,13,3
"820",1,5,4,2,1,1,25,4
"821",1,5,1,3,1,4,10,1
"822",1,5,2,2,3,4,4,2
"823",1,5,4,3,2,1,23,4
"824",1,5,2,3,2,1,4,2
"825",1,5,1,2,3,1,7,1
"826",1,5,4,1,3,2,17,4
"827",1,5,4,1,1,4,19,4
"828",1,5,1,1,1,3,7,1
"829",1,5,2,3,1,2,7,2
"830",1,5,4,1,1,1,17,4
"831",1,5,2,2,3,2,7,2
"832",1,5,4,1,3,3,22,4
"833",1,5,3,2,3,2,11,3
"834",1,5,3,3,1,4,13,3
"835",1,5,3,2,1,2,6,3
"836",1,5,1,1,1,4,6,1
"837",1,5,1,3,2,4,3,1
"838",1,5,4,2,2,3,20,4
"839",1,5,2,3,2,2,10,2
"840",1,5,4,2,1,2,18,4
"841",1,5,3,1,2,2,7,3
"842",1,5,1,2,1,4,5,1
"843",1,5,1,2,3,3,4,1
"844",1,5,1,2,3,4,9,1
"845",1,5,1,1,2,3,7,1
"846",1,5,4,1,3,2,20,4
"847",1,5,4,1,3,3,24,4
"848",1,5,2,2,1,3,2,2
"849",1,5,4,2,1,2,18,4
"850",1,5,1,3,3,1,8,1
"851",1,4,4,3,2,4,16,4
"852",1,4,2,3,3,3,7,2
"853",1,4,2,2,1,4,4,2
"854",1,4,4,3,3,1,18,4
"855",1,4,2,3,2,3,9,2
"856",1,4,4,2,3,2,16,4
"857",1,4,1,3,1,1,1,1
"858",1,4,2,2,1,1,7,2
"859",1,4,4,2,3,2,19,4
"860",1,4,3,1,1,3,10,3
"861",1,4,2,2,1,2,7,2
"862",1,4,1,3,2,4,1,1
"863",1,4,3,2,3,4,7,3
"864",1,4,1,2,1,1,9,1
"865",1,4,3,1,2,3,10,3
"866",1,4,1,1,2,3,6,1
"867",1,4,3,3,2,1,10,3
"868",1,4,2,1,2,2,5,2
"869",1,4,1,1,1,3,7,1
"870",1,4,2,2,3,4,1,2
"871",1,4,4,3,2,3,16,4
"872",1,4,3,3,1,3,7,3
"873",1,4,2,2,2,3,2,2
"874",1,4,3,3,1,2,10,3
"875",1,4,4,1,1,4,13,4
"876",1,4,2,2,1,2,8,2
"877",1,4,1,2,1,4,6,1
"878",1,4,2,2,2,2,8,2
"879",1,4,3,1,1,4,9,3
"880",1,4,2,1,2,2,1,2
"881",1,4,3,2,1,3,13,3
"882",1,4,1,2,2,1,8,1
"883",1,4,2,3,1,3,6,2
"884",1,4,3,3,1,1,9,3
"885",1,4,1,3,2,3,4,1
"886",1,4,1,1,3,4,6,1
"887",1,4,1,2,1,1,1,1
"888",1,4,2,1,3,3,5,2
"889",1,4,3,3,1,3,6,3
"890",1,4,2,3,3,3,6,2
"891",1,4,3,2,1,1,14,3
"892",1,4,1,3,2,1,2,1
"893",1,4,1,3,2,4,8,1
"894",1,4,4,3,1,1,13,4
"895",1,4,4,2,2,3,18,4
"896",1,4,4,1,1,3,20,4
"897",1,4,1,3,2,1,3,1
"898",1,4,3,2,1,3,9,3
"899",1,4,2,1,2,2,2,2
"900",1,4,3,3,3,1,10,3
"901",1,4,4,2,2,2,20,4
"902",1,4,2,2,2,1,9,2
"903",1,4,4,2,2,1,17,4
"904",1,4,4,1,1,2,14,4
"905",1,4,4,1,3,2,19,4
"906",1,4,2,2,3,3,8,2
"907",1,4,3,2,1,1,7,3
"908",1,4,2,1,2,1,2,2
"909",1,4,2,2,1,1,7,2
"910",1,4,4,2,3,1,17,4
"911",1,4,3,3,1,1,7,3
"912",1,4,1,2,2,2,9,1
"913",1,4,2,2,2,2,10,2
"914",1,4,3,1,1,1,7,3
"915",1,4,3,1,1,3,13,3
"916",1,4,4,2,2,3,21,4
"917",1,4,3,2,1,1,14,3
"918",1,4,3,2,3,4,11,3
"919",1,4,2,3,1,2,6,2
"920",1,4,1,2,3,4,4,1
"921",1,4,4,3,3,4,22,4
"922",1,4,3,2,2,1,8,3
"923",1,4,2,1,3,1,6,2
"924",1,4,4,1,3,4,16,4
"925",1,4,4,2,1,2,18,4
"926",1,4,4,2,1,3,13,4
"927",1,4,1,3,2,1,8,1
"928",1,4,2,2,2,2,6,2
"929",1,4,1,2,1,4,7,1
"930",1,4,4,1,3,3,15,4
"931",1,4,3,1,3,4,11,3
"932",1,4,3,2,1,1,12,3
"933",1,4,4,1,1,3,19,4
"934",1,4,3,3,1,3,5,3
"935",1,4,4,2,2,4,13,4
"936",1,4,3,2,3,1,12,3
"937",1,4,3,2,1,1,10,3
"938",1,4,1,3,1,4,3,1
"939",1,4,2,3,2,4,4,2
"940",1,4,3,1,2,4,11,3
"941",1,4,1,1,3,1,6,1
"942",1,4,3,2,3,4,8,3
"943",1,4,2,2,1,3,7,2
"944",1,4,4,2,3,3,15,4
"945",1,4,3,3,3,4,10,3
"946",1,4,2,1,2,3,10,2
"947",1,4,2,1,2,2,6,2
"948",1,4,1,2,1,4,3,1
"949",1,4,1,2,2,2,10,1
"950",1,4,2,3,2,2,2,2
"951",1,4,1,3,1,2,9,1
"952",1,4,3,1,1,1,13,3
"953",1,4,2,3,3,4,4,2
"954",1,4,2,3,3,1,8,2
"955",1,4,2,1,1,1,7,2
"956",1,4,2,3,1,2,2,2
"957",1,3,1,2,1,2,7,1
"958",1,3,2,2,3,4,9,2
"959",1,3,1,3,1,1,6,1
"960",1,3,4,1,3,1,15,4
"961",1,3,2,3,2,3,7,2
"962",1,3,2,2,1,1,1,2
"963",1,3,1,1,1,4,2,1
"964",1,3,3,3,1,4,5,3
"965",1,3,2,3,1,2,9,2
"966",1,3,3,3,1,4,4,3
"967",1,3,4,3,2,2,14,4
"968",1,3,4,1,2,1,19,4
"969",1,3,3,2,3,3,9,3
"970",1,3,1,1,2,4,2,1
"971",1,3,3,3,2,1,6,3
"972",1,3,1,2,1,1,5,1
"973",1,3,1,3,2,2,6,1
"974",1,3,2,2,2,4,8,2
"975",1,3,1,2,2,4,5,1
"976",1,3,2,2,1,3,10,2
"977",1,3,4,1,3,1,18,4
"978",1,3,1,3,3,1,7,1
"979",1,3,4,2,3,3,17,4
"980",1,3,4,3,2,1,14,4
"981",1,3,1,3,2,4,2,1
"982",1,3,1,2,3,4,4,1
"983",1,3,3,1,1,2,5,3
"984",1,3,4,1,2,2,12,4
"985",1,3,3,1,2,3,9,3
"986",1,3,4,3,1,4,15,4
"987",1,3,1,1,1,3,5,1
"988",1,3,3,1,3,4,4,3
"989",1,3,4,2,3,2,17,4
"990",1,3,2,2,3,1,2,2
"991",1,3,3,1,2,3,7,3
"992",1,3,4,3,1,3,19,4
"993",1,3,3,3,1,3,8,3
"994",1,3,3,2,3,1,8,3
"995",1,3,1,3,3,1,5,1
"996",1,3,3,1,1,2,13,3
"997",1,3,2,3,3,1,2,2
"998",1,3,4,1,2,2,15,4
"999",1,3,1,2,1,4,5,1
"1000",1,3,3,3,1,2,8,3
"1001",1,3,2,3,1,1,2,2
"1002",1,3,2,1,3,4,4,2
"1003",1,3,4,3,1,1,13,4
"1004",1,3,1,1,2,3,6,1
"1005",1,3,2,1,1,4,7,2
"1006",1,3,1,1,3,3,4,1
"1007",1,3,4,3,2,2,12,4
"1008",1,3,4,1,2,4,15,4
"1009",1,3,2,2,3,4,9,2
"1010",1,3,1,1,1,4,7,1
"1011",1,3,3,3,3,3,9,3
"1012",1,3,4,1,2,2,13,4
"1013",1,3,3,1,1,4,7,3
"1014",1,3,2,2,3,2,9,2
"1015",1,3,3,3,1,3,9,3
"1016",1,3,4,3,3,3,11,4
"1017",1,3,4,1,3,2,15,4
"1018",1,3,1,2,2,4,2,1
"1019",1,3,3,2,3,3,13,3
"1020",1,3,1,1,1,2,2,1
"1021",1,3,3,2,1,3,10,3
"1022",1,3,4,2,2,3,18,4
"1023",1,3,1,3,2,1,7,1
"1024",1,3,3,1,3,2,8,3
"1025",1,3,3,1,3,1,9,3
"1026",1,3,3,3,1,3,5,3
"1027",1,3,2,1,3,4,4,2
"1028",1,3,2,1,2,4,7,2
"1029",1,3,3,1,3,2,9,3
"1030",1,3,3,3,3,2,13,3
"1031",1,3,4,2,1,1,11,4
"1032",1,3,4,2,2,1,15,4
"1033",1,3,3,2,2,1,6,3
"1034",1,3,3,3,3,3,4,3
"1035",1,3,2,2,1,1,6,2
"1036",1,3,2,2,2,4,7,2
"1037",1,3,1,2,2,3,5,1
"1038",1,3,3,1,3,1,5,3
"1039",1,3,1,2,2,2,8,1
"1040",1,3,3,2,2,4,7,3
"1041",1,3,1,2,3,3,4,1
"1042",1,3,4,3,2,4,18,4
"1043",1,3,3,1,2,4,5,3
"1044",1,3,1,2,3,3,10,1
"1045",1,3,4,3,3,3,12,4
"1046",1,3,4,1,2,4,16,4
"1047",1,3,1,1,3,4,1,1
"1048",1,3,3,2,1,3,10,3
"1049",1,3,1,1,1,3,4,1
"1050",1,3,3,1,3,1,11,3
"1051",1,3,3,1,3,4,7,3
"1052",1,3,2,1,2,4,3,2
"1053",1,3,3,1,1,4,13,3
"1054",1,3,1,2,3,2,1,1
"1055",1,3,1,2,3,2,8,1
"1056",1,3,1,3,3,4,6,1
"1057",1,3,1,3,2,2,3,1
"1058",1,3,3,2,1,3,8,3
"1059",1,3,2,1,2,3,7,2
"1060",1,3,2,3,1,4,8,2
"1061",1,3,1,3,2,3,2,1
"1062",1,3,1,2,2,1,4,1
"1063",1,3,1,3,2,4,5,1
"1064",1,2,2,3,2,1,10,2
"1065",1,2,2,3,1,3,7,2
"1066",1,2,1,2,2,3,10,1
"1067",1,2,1,3,3,4,6,1
"1068",1,2,1,3,2,4,10,1
"1069",1,2,4,1,1,3,9,4
"1070",1,2,3,2,3,2,11,3
"1071",1,2,3,1,1,3,10,3
"1072",1,2,1,2,2,1,7,1
"1073",1,2,1,1,1,2,2,1
"1074",1,2,1,1,2,2,4,1
"1075",1,2,3,3,2,2,6,3
"1076",1,2,1,1,1,1,3,1
"1077",1,2,4,3,3,1,11,4
"1078",1,2,2,1,3,4,9,2
"1079",1,2,1,1,3,2,2,1
"1080",1,2,2,1,2,4,8,2
"1081",1,2,1,3,1,3,4,1
"1082",1,2,3,2,1,4,3,3
"1083",1,2,4,3,3,4,15,4
"1084",1,2,4,3,1,4,12,4
"1085",1,2,1,1,2,4,10,1
"1086",1,2,4,3,1,4,10,4
"1087",1,2,1,1,3,3,7,1
"1088",1,2,3,1,3,1,4,3
"1089",1,2,2,3,3,4,3,2
"1090",1,2,3,2,2,2,10,3
"1091",1,2,1,1,1,1,7,1
"1092",1,2,3,2,1,3,12,3
"1093",1,2,3,3,1,4,10,3
"1094",1,2,3,1,3,2,3,3
"1095",1,2,3,3,3,2,3,3
"1096",1,2,3,2,2,2,4,3
"1097",1,2,4,2,3,4,7,4
"1098",1,2,1,3,1,3,9,1
"1099",1,2,1,3,2,3,6,1
"1100",1,2,3,3,1,3,12,3
"1101",1,2,1,3,2,1,8,1
"1102",1,2,1,3,1,2,9,1
"1103",1,2,3,2,2,2,12,3
"1104",1,2,1,3,2,4,9,1
"1105",1,2,3,3,2,2,10,3
"1106",1,2,2,3,3,1,4,2
"1107",1,2,1,1,1,2,8,1
"1108",1,2,2,1,3,3,8,2
"1109",1,2,2,3,2,1,8,2
"1110",1,2,1,2,1,3,5,1
"1111",1,2,3,2,1,2,5,3
"1112",1,2,2,3,2,2,5,2
"1113",1,2,3,2,1,4,11,3
"1114",1,2,3,1,1,1,11,3
"1115",1,2,3,3,2,3,6,3
"1116",1,2,2,3,3,2,7,2
"1117",1,2,1,1,2,1,3,1
"1118",1,2,2,2,1,4,8,2
"1119",1,2,2,2,3,4,8,2
"1120",1,2,1,2,2,1,2,1
"1121",1,2,3,2,2,2,11,3
"1122",1,2,2,1,2,2,7,2
"1123",1,2,3,1,2,2,3,3
"1124",1,2,4,1,2,4,10,4
"1125",1,2,2,1,1,4,4,2
"1126",1,2,1,3,2,3,8,1
"1127",1,2,3,1,3,4,7,3
"1128",1,2,3,2,2,2,5,3
"1129",1,2,1,3,3,3,8,1
"1130",1,2,4,2,1,3,13,4
"1131",1,2,3,2,3,4,10,3
"1132",1,2,2,1,2,1,3,2
"1133",1,2,2,1,1,1,5,2
"1134",1,2,1,3,2,3,5,1
"1135",1,2,2,1,2,4,9,2
"1136",1,2,4,3,1,1,12,4
"1137",1,2,4,3,1,2,11,4
"1138",1,2,2,3,3,3,2,2
"1139",1,2,4,1,1,3,15,4
"1140",1,2,1,3,1,2,3,1
"1141",1,2,1,1,3,1,6,1
"1142",1,2,1,3,3,2,10,1
"1143",1,2,1,2,1,4,8,1
"1144",1,2,2,3,2,1,6,2
"1145",1,2,1,2,2,4,8,1
"1146",1,2,2,1,2,2,9,2
"1147",1,2,1,3,1,3,8,1
"1148",1,2,4,2,2,4,8,4
"1149",1,2,3,1,3,2,4,3
"1150",1,2,4,2,3,1,9,4
"1151",1,2,4,2,1,2,12,4
"1152",1,2,3,2,2,4,4,3
"1153",1,2,2,3,1,1,5,2
"1154",1,2,2,3,2,1,3,2
"1155",1,2,1,3,1,1,5,1
"1156",1,2,1,1,2,3,8,1
"1157",1,2,4,1,2,1,14,4
"1158",1,2,2,2,3,4,9,2
"1159",1,2,1,1,3,1,5,1
"1160",1,2,1,3,3,3,7,1
"1161",1,1,3,2,3,1,11,3
"1162",1,1,1,2,1,3,9,1
"1163",1,1,1,3,3,3,10,1
"1164",1,1,3,3,1,3,4,3
"1165",1,1,1,3,1,4,4,1
"1166",1,1,1,3,3,4,8,1
"1167",1,1,2,2,2,4,6,2
"1168",1,1,3,3,2,2,5,3
"1169",1,1,3,3,1,3,3,3
"1170",1,1,3,3,1,3,4,3
"1171",1,1,1,2,3,1,5,1
"1172",1,1,4,2,1,3,12,4
"1173",1,1,1,2,3,4,5,1
"1174",1,1,4,2,1,2,7,4
"1175",1,1,3,3,1,2,4,3
"1176",1,1,4,2,1,2,11,4
"1177",1,1,1,1,2,1,3,1
"1178",1,1,4,2,1,4,12,4
"1179",1,1,2,2,3,2,2,2
"1180",1,1,1,3,3,4,6,1
"1181",1,1,1,2,3,3,3,1
"1182",1,1,3,3,2,4,9,3
"1183",1,1,3,1,1,4,11,3
"1184",1,1,4,3,1,2,6,4
"1185",1,1,4,1,3,1,12,4
"1186",1,1,3,3,1,4,7,3
"1187",1,1,4,2,3,1,12,4
"1188",1,1,1,2,2,4,5,1
"1189",1,1,4,3,1,4,13,4
"1190",1,1,2,1,2,2,4,2
"1191",1,1,2,3,2,3,5,2
"1192",1,1,3,2,2,3,7,3
"1193",1,1,4,1,2,4,10,4
"1194",1,1,2,3,1,1,6,2
"1195",1,1,2,3,2,3,3,2
"1196",1,1,1,2,1,3,8,1
"1197",1,1,3,1,2,4,11,3
"1198",1,1,3,1,2,3,5,3
"1199",1,1,2,3,1,3,9,2
"1200",1,1,4,3,1,1,4,4
"1201",1,1,3,3,2,4,2,3
"1202",1,1,3,1,1,2,3,3
"1203",1,1,1,3,1,1,10,1
"1204",1,1,2,3,2,1,7,2
"1205",1,1,2,1,1,4,6,2
"1206",1,1,2,3,3,2,10,2
"1207",1,1,3,1,2,1,3,3
"1208",1,1,2,1,1,2,9,2
"1209",1,1,4,1,3,1,4,4
"1210",1,1,3,1,3,1,9,3
"1211",1,1,4,3,1,3,8,4
"1212",1,1,1,2,3,4,3,1
"1213",1,1,1,2,1,3,7,1
"1214",1,1,1,3,1,4,7,1
"1215",1,1,2,2,2,4,7,2
"1216",1,1,3,3,1,1,8,3
"1217",1,1,4,1,1,3,10,4
"1218",1,1,4,1,2,4,4,4
"1219",1,1,4,3,3,2,4,4
"1220",1,1,2,2,1,3,9,2
"1221",1,1,4,1,3,4,13,4
"1222",1,1,2,2,1,1,6,2
"1223",1,1,4,2,2,3,9,4
"1224",1,1,2,1,3,1,1,2
"1225",1,1,1,3,2,1,4,1
"1226",1,1,4,1,2,2,13,4
"1227",1,1,1,1,1,4,5,1
"1228",1,1,1,1,1,3,1,1
"1229",1,1,3,2,1,2,3,3
"1230",1,1,3,2,3,2,5,3
"1231",1,1,3,1,1,1,5,3
"1232",1,1,2,3,3,2,3,2
"1233",1,1,1,2,1,3,10,1
"1234",1,1,3,2,3,4,9,3
"1235",1,1,1,1,3,3,7,1
"1236",1,1,4,2,2,4,11,4
"1237",1,1,2,1,1,2,10,2
"1238",1,1,2,2,2,3,7,2
"1239",1,1,4,1,3,4,9,4
"1240",1,1,2,1,3,4,5,2
"1241",1,1,2,2,3,4,1,2
"1242",1,1,2,3,2,3,7,2
"1243",1,1,2,3,1,2,2,2
"1244",1,1,4,1,3,4,8,4
"1245",1,1,4,2,3,3,5,4
"1246",1,1,3,3,3,4,8,3
"1247",1,1,2,2,2,2,4,2
"1248",1,1,4,2,1,4,4,4
"1249",1,1,1,1,1,2,9,1
"1250",1,1,3,1,1,3,4,3
"1251",1,1,3,1,3,2,4,3
"1252",1,1,1,1,2,2,8,1
"1253",1,1,3,3,3,4,7,3
"1254",2,12,1,3,3,2,8,1
"1255",2,12,1,1,3,2,5,1
"1256",2,12,2,1,2,3,3,2
"1257",2,12,1,1,1,2,2,1
"1258",2,12,4,2,2,3,43,4
"1259",2,12,1,1,3,1,10,1
"1260",2,12,4,1,3,1,45,4
"1261",2,12,2,2,3,2,5,2
"1262",2,12,3,2,3,1,18,3
"1263",2,12,2,1,3,4,7,2
"1264",2,12,1,3,1,4,1,1
"1265",2,12,1,2,3,4,6,1
"1266",2,12,3,2,1,2,17,3
"1267",2,12,1,3,3,4,3,1
"1268",2,12,2,2,1,2,1,2
"1269",2,12,4,2,3,2,42,4
"1270",2,12,2,2,2,3,9,2
"1271",2,12,2,3,2,2,1,2
"1272",2,12,2,2,2,2,3,2
"1273",2,12,1,2,1,2,2,1
"1274",2,12,3,3,1,1,13,3
"1275",2,12,3,2,2,2,14,3
"1276",2,12,2,3,1,1,3,2
"1277",2,12,3,1,3,3,21,3
"1278",2,12,2,2,2,3,7,2
"1279",2,12,4,3,2,3,42,4
"1280",2,12,2,3,1,4,8,2
"1281",2,12,3,2,3,4,20,3
"1282",2,12,4,2,1,1,46,4
"1283",2,12,1,1,3,1,2,1
"1284",2,12,1,2,3,3,9,1
"1285",2,12,2,3,1,4,1,2
"1286",2,12,4,1,2,4,45,4
"1287",2,12,4,1,2,3,43,4
"1288",2,12,2,2,2,3,8,2
"1289",2,12,4,3,1,2,43,4
"1290",2,12,2,2,2,4,1,2
"1291",2,12,1,3,2,2,4,1
"1292",2,12,2,3,2,3,8,2
"1293",2,12,3,2,2,3,19,3
"1294",2,12,2,3,2,2,3,2
"1295",2,12,2,3,2,4,10,2
"1296",2,12,2,1,2,1,8,2
"1297",2,12,4,1,2,2,43,4
"1298",2,12,1,2,2,2,1,1
"1299",2,12,2,2,2,3,1,2
"1300",2,12,4,2,1,3,46,4
"1301",2,12,2,2,1,4,4,2
"1302",2,12,1,2,2,3,6,1
"1303",2,12,3,2,1,1,21,3
"1304",2,12,2,2,2,2,1,2
"1305",2,12,1,3,3,2,4,1
"1306",2,12,1,2,2,4,2,1
"1307",2,12,2,1,3,3,2,2
"1308",2,12,4,2,2,4,44,4
"1309",2,12,4,3,3,1,41,4
"1310",2,12,2,2,2,3,6,2
"1311",2,12,4,2,1,1,45,4
"1312",2,12,4,3,1,1,43,4
"1313",2,12,3,3,2,4,22,3
"1314",2,12,1,2,3,4,2,1
"1315",2,12,4,2,1,4,37,4
"1316",2,12,2,1,3,4,9,2
"1317",2,12,1,2,2,4,2,1
"1318",2,12,2,2,1,2,2,2
"1319",2,12,1,2,3,1,6,1
"1320",2,12,4,1,1,1,44,4
"1321",2,12,4,1,2,2,42,4
"1322",2,12,3,1,2,1,13,3
"1323",2,12,1,3,1,4,2,1
"1324",2,12,1,2,3,3,5,1
"1325",2,12,4,2,3,3,37,4
"1326",2,12,2,3,2,4,9,2
"1327",2,12,2,3,3,4,7,2
"1328",2,12,1,1,2,2,5,1
"1329",2,12,3,3,1,2,22,3
"1330",2,12,2,1,3,1,1,2
"1331",2,12,3,2,1,2,22,3
"1332",2,12,3,2,1,4,21,3
"1333",2,12,1,2,3,2,1,1
"1334",2,12,2,1,2,4,1,2
"1335",2,12,3,3,3,2,13,3
"1336",2,12,4,3,1,1,37,4
"1337",2,12,4,2,3,4,46,4
"1338",2,12,1,3,2,1,6,1
"1339",2,12,1,1,3,2,4,1
"1340",2,12,3,1,1,4,21,3
"1341",2,12,4,3,3,4,38,4
"1342",2,12,1,3,2,2,1,1
"1343",2,12,2,1,2,3,1,2
"1344",2,12,2,1,1,4,6,2
"1345",2,12,4,3,2,3,46,4
"1346",2,12,2,3,3,2,10,2
"1347",2,12,4,3,1,2,40,4
"1348",2,12,3,1,3,3,18,3
"1349",2,12,3,3,2,2,22,3
"1350",2,12,3,2,1,3,14,3
"1351",2,11,3,2,2,3,18,3
"1352",2,11,1,3,3,2,10,1
"1353",2,11,1,3,3,2,9,1
"1354",2,11,3,2,2,3,15,3
"1355",2,11,2,3,1,3,4,2
"1356",2,11,4,1,1,3,35,4
"1357",2,11,1,2,3,3,9,1
"1358",2,11,3,2,1,3,16,3
"1359",2,11,4,2,1,4,38,4
"1360",2,11,4,2,3,2,39,4
"1361",2,11,2,3,2,4,4,2
"1362",2,11,4,1,2,1,42,4
"1363",2,11,3,2,1,3,19,3
"1364",2,11,1,3,1,2,4,1
"1365",2,11,4,2,1,3,43,4
"1366",2,11,3,2,3,3,19,3
"1367",2,11,4,2,2,4,43,4
"1368",2,11,3,2,3,2,13,3
"1369",2,11,3,2,1,4,14,3
"1370",2,11,1,2,1,2,4,1
"1371",2,11,1,3,1,1,5,1
"1372",2,11,3,3,2,4,20,3
"1373",2,11,3,2,2,1,20,3
"1374",2,11,2,3,3,3,9,2
"1375",2,11,4,1,1,4,38,4
"1376",2,11,4,1,3,2,40,4
"1377",2,11,1,3,3,1,1,1
"1378",2,11,2,1,1,2,1,2
"1379",2,11,3,1,1,1,17,3
"1380",2,11,3,2,3,2,20,3
"1381",2,11,2,1,1,4,9,2
"1382",2,11,2,1,2,4,2,2
"1383",2,11,4,1,1,4,43,4
"1384",2,11,4,3,3,2,42,4
"1385",2,11,1,3,3,3,1,1
"1386",2,11,3,1,2,4,14,3
"1387",2,11,2,2,1,3,10,2
"1388",2,11,4,2,3,4,43,4
"1389",2,11,1,2,1,3,7,1
"1390",2,11,2,2,2,3,1,2
"1391",2,11,2,1,2,2,5,2
"1392",2,11,4,2,3,2,38,4
"1393",2,11,3,2,1,2,12,3
"1394",2,11,2,2,3,1,4,2
"1395",2,11,2,1,1,1,4,2
"1396",2,11,1,1,3,1,10,1
"1397",2,11,4,3,3,3,40,4
"1398",2,11,4,3,2,3,40,4
"1399",2,11,4,2,3,3,37,4
"1400",2,11,2,3,2,2,6,2
"1401",2,11,3,1,2,4,19,3
"1402",2,11,4,2,1,3,42,4
"1403",2,11,1,3,1,3,5,1
"1404",2,11,2,1,2,3,2,2
"1405",2,11,3,1,1,2,15,3
"1406",2,11,3,2,1,1,21,3
"1407",2,11,2,2,1,1,9,2
"1408",2,11,1,3,3,2,8,1
"1409",2,11,1,2,1,3,7,1
"1410",2,11,4,2,1,2,38,4
"1411",2,11,3,2,1,1,21,3
"1412",2,11,2,2,1,4,2,2
"1413",2,11,4,3,3,3,34,4
"1414",2,11,2,2,2,1,1,2
"1415",2,11,1,3,2,3,2,1
"1416",2,11,3,3,1,4,13,3
"1417",2,11,1,2,1,4,7,1
"1418",2,11,2,3,1,4,9,2
"1419",2,11,2,1,1,3,10,2
"1420",2,11,3,2,3,3,18,3
"1421",2,11,3,3,3,1,13,3
"1422",2,11,1,2,1,2,7,1
"1423",2,11,4,1,3,4,38,4
"1424",2,11,4,3,3,4,41,4
"1425",2,11,2,1,2,3,1,2
"1426",2,11,3,3,1,1,19,3
"1427",2,11,4,1,1,2,37,4
"1428",2,11,4,1,2,4,38,4
"1429",2,11,2,3,2,2,9,2
"1430",2,11,2,1,1,1,3,2
"1431",2,11,1,1,2,3,3,1
"1432",2,11,2,2,3,3,5,2
"1433",2,11,2,2,2,1,9,2
"1434",2,11,1,2,3,4,4,1
"1435",2,11,4,3,3,2,39,4
"1436",2,11,4,2,2,3,38,4
"1437",2,11,4,3,3,1,41,4
"1438",2,11,2,1,3,4,2,2
"1439",2,11,1,3,3,2,3,1
"1440",2,11,2,1,1,1,5,2
"1441",2,11,2,1,1,1,7,2
"1442",2,11,3,1,2,1,19,3
"1443",2,11,1,2,3,2,7,1
